file,W,participant,food_code_Y,trial_ZZ,serving_segment_idx,start_frame,end_frame,start_time_s,end_time_s,start_sample,end_sample,threshold_used,used_idleTail_calibration,debug_plot
1_001_06_03.pcm,1,001,6,3,9,1191,1234,13.839092970521541,14.32671201814059,610304,632320,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,10,1320,1363,15.336780045351475,15.824399092970522,676352,698368,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,11,1449,1492,16.834467120181404,17.322086167800453,742399,764416,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,12,1578,1622,18.332154195011338,18.83138321995465,808448,830976,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,13,1707,1751,19.82984126984127,20.329070294784582,874496,897024,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,14,1837,1880,21.339138321995463,21.826757369614512,941055,963072,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,15,1966,2009,22.836825396825397,23.324444444444445,1007104,1029120,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,16,2095,2138,24.33451247165533,24.822131519274375,1073152,1095168,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,17,2224,2268,25.83219954648526,26.33142857142857,1139200,1161728,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,18,2353,2397,27.329886621315193,27.829115646258504,1205248,1227776,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_06_03.pcm,1,001,6,3,19,2483,2526,28.83918367346939,29.326802721088434,1271808,1293824,-13.622241973876953,False,1_001_06_03_serving_segments.png
1_001_07_01.pcm,1,001,7,1,0,33,68,0.3947392290249433,0.7894784580498866,17408,35328,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,1,163,202,1.9040362811791383,2.345215419501134,83968,103936,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,2,292,331,3.4017233560090703,3.842902494331066,150016,169984,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,3,421,461,4.899410430839002,5.352199546485261,216064,236544,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,4,550,590,6.397097505668934,6.849886621315193,282112,302592,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,5,679,720,7.894784580498866,8.359183673469389,348160,369152,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,6,808,849,9.392471655328798,9.85687074829932,414208,435200,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,7,938,978,10.901768707482994,11.354557823129252,480768,501247,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,8,1067,1107,12.399455782312925,12.852244897959183,546816,567296,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,9,1196,1237,13.897142857142857,14.361541950113379,612864,633856,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,10,1325,1366,15.394829931972788,15.85922902494331,678912,699904,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,11,1454,1495,16.89251700680272,17.356916099773244,744960,765952,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,12,1583,1624,18.390204081632653,18.854603174603174,811008,831999,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,13,1713,1753,19.89950113378685,20.352290249433107,877568,898048,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,14,1842,1883,21.39718820861678,21.861587301587303,943616,964608,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,15,1971,2012,22.894875283446712,23.359274376417233,1009664,1030655,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,16,2100,2141,24.392562358276646,24.856961451247166,1075712,1096704,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,17,2229,2270,25.890249433106575,26.354648526077096,1141760,1162752,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,18,2358,2400,27.38793650793651,27.86394557823129,1207808,1229312,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_01.pcm,1,001,7,1,19,2488,2529,28.897233560090704,29.361632653061225,1274368,1295360,-10.902389526367188,False,1_001_07_01_serving_segments.png
1_001_07_02.pcm,1,001,7,2,0,2097,2133,24.357732426303855,24.76408163265306,1074176,1092608,-8.614294052124023,False,1_001_07_02_serving_segments.png
1_001_07_02.pcm,1,001,7,2,1,2355,2393,27.353106575963718,27.78267573696145,1206272,1225728,-8.614294052124023,False,1_001_07_02_serving_segments.png
1_001_07_02.pcm,1,001,7,2,2,2485,2522,28.862403628117914,29.280362811791385,1272832,1291776,-8.614294052124023,False,1_001_07_02_serving_segments.png
1_001_09_01.pcm,1,001,9,1,0,33,67,0.3947392290249433,0.7778684807256235,17408,34816,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,1,162,202,1.8924263038548752,2.345215419501134,83456,103936,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,2,291,331,3.3901133786848074,3.842902494331066,149504,169984,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,3,420,461,4.887800453514739,5.352199546485261,215552,236544,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,4,549,590,6.3854875283446715,6.849886621315193,281600,302592,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,5,678,719,7.883174603174603,8.347573696145124,347648,368640,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,6,808,849,9.392471655328798,9.85687074829932,414208,435200,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,7,937,978,10.89015873015873,11.354557823129252,480255,501247,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,8,1066,1107,12.387845804988663,12.852244897959183,546304,567296,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,9,1195,1236,13.885532879818594,14.349931972789115,612352,633344,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,10,1324,1366,15.383219954648526,15.85922902494331,678400,699904,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,11,1454,1495,16.89251700680272,17.356916099773244,744960,765952,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,12,1583,1624,18.390204081632653,18.854603174603174,811008,831999,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,13,1712,1754,19.887891156462587,20.36390022675737,877056,898560,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,14,1841,1883,21.385578231292516,21.861587301587303,943104,964608,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,15,1970,2012,22.88326530612245,23.359274376417233,1009152,1030655,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,16,2100,2141,24.392562358276646,24.856961451247166,1075712,1096704,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,17,2229,2270,25.890249433106575,26.354648526077096,1141760,1162752,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,18,2358,2400,27.38793650793651,27.86394557823129,1207808,1229312,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_01.pcm,1,001,9,1,19,2487,2529,28.88562358276644,29.361632653061225,1273856,1295360,-11.292301177978516,False,1_001_09_01_serving_segments.png
1_001_09_02.pcm,1,001,9,2,0,28,68,0.33668934240362813,0.7894784580498866,14848,35328,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,1,157,198,1.8343764172335602,2.2987755102040817,80896,101887,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,2,286,328,3.332063492063492,3.8080725623582765,146944,168448,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,3,416,457,4.841360544217687,5.305759637188209,213504,234496,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,4,545,586,6.339047619047619,6.8034467120181406,279552,300544,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,5,674,716,7.836734693877551,8.312743764172335,345600,367103,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,6,803,845,9.334421768707482,9.810430839002267,411648,433152,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,7,932,974,10.832108843537416,11.3081179138322,477696,499200,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,8,1062,1103,12.34140589569161,12.805804988662132,544256,565248,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,9,1191,1233,13.839092970521541,14.315102040816326,610304,631808,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,10,1320,1362,15.336780045351475,15.81278911564626,676352,697856,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,11,1449,1491,16.834467120181404,17.31047619047619,742399,763904,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,12,1578,1620,18.332154195011338,18.808163265306124,808448,829952,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,13,1708,1750,19.841451247165534,20.317460317460316,875008,896512,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,14,1837,1879,21.339138321995463,21.81514739229025,941055,962560,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,15,1966,2008,22.836825396825397,23.312834467120183,1007104,1028608,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,16,2095,2137,24.33451247165533,24.810521541950113,1073152,1094656,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,17,2224,2266,25.83219954648526,26.308208616780046,1139200,1160704,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,18,2354,2396,27.341496598639456,27.817505668934242,1205760,1227264,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_02.pcm,1,001,9,2,19,2483,2525,28.83918367346939,29.31519274376417,1271808,1293312,-12.042503356933594,False,1_001_09_02_serving_segments.png
1_001_09_03.pcm,1,001,9,3,0,22,59,0.26702947845804986,0.6849886621315193,11775,30719,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,1,151,191,1.7647165532879818,2.2175056689342405,77824,98304,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,2,279,320,3.250793650793651,3.7151927437641725,143360,164352,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,3,409,450,4.760090702947846,5.224489795918367,209920,230912,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,4,538,579,6.257777777777778,6.722176870748299,275968,296960,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,5,668,709,7.767074829931973,8.231473922902495,342528,363520,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,6,797,838,9.264761904761905,9.729160997732427,408576,429568,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,7,926,967,10.762448979591836,11.226848072562358,474624,495616,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,8,1055,1096,12.26013605442177,12.72453514739229,540672,561664,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,9,1183,1226,13.746213151927437,14.233832199546486,606208,628224,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,10,1314,1355,15.267120181405895,15.731519274376417,673280,694272,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,11,1443,1484,16.764807256235827,17.22920634920635,739328,760320,-11.34874153137207,False,1_001_09_03_serving_segments.png
1_001_09_03.pcm,1,001,9,3,12,1572,1614,18.26249433106576,18.738503401360543,805376,826880,-11.34874153137207,False,1_001_09_03_serving_segments.png
